CandidateName,OfficeName,ElectionYear,ElectionYearStr,Party,District,Jurisdiction,FinanceType,Status,Incumbent,IDNumber,TreasurerName,CandidateAddress,RegistrationDate,LastFilingDate,PublicPhoneNumber,PoliticalPartyCommitteeName,CandidateStatus,JurisdictionType,OfficerHolderStatus,ElectionName,NumberofCandidates,OfficeId,ElectionId,DistrictId,ElectionCycleId,OfficeType,JurisdictionId,RegistrationId,FinanceStatus,RowNumber,TotalRows,UnregisteredCandidate,StateID,TotalContributions,TotalExpenditures,MemberID,TerminationDate,CandidateEmail,CommitteeEmail,IsCompliant,CompliantStatus,IsLegacy
"Maez, Miguel",County Sheriff,2021,,DEMOCRATIC,,,Candidate,,,2ZyVMjTaMaLh9FWbOyGlQQCqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,32,119.0,,,,,0,,,102,0,,0.0,0.0,0,,,,False,,False
"MAIORANO, JAMES, III",County Sheriff,2021,,DEMOCRATIC,,,Candidate,,,Y57jpTqF1MW0s9EeSPlj8QCqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,32,119.0,,,,,0,,,102,0,,0.0,0.0,0,,,,False,,False
"Maldonado, Manuel Joseph",County Sheriff,2022,,DEMOCRATIC,,,Candidate,,,yWlPBRt5Q-7EgMkPifYW-wCqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,32,119.0,,,,,0,,,102,0,,0.0,0.0,0,,,,False,,False
"Mallery, Wesley",County Sheriff,2022,,REPUBLICAN,,,Candidate,,,fXrKJGnBmNM3YU0qlngbHwCqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,32,119.0,,,,,0,,,102,0,,0.0,0.0,0,,,,False,,False
"Marquez, Timothy Ray",County Sheriff,2022,,DEMOCRATIC,,,Candidate,,,b5WLVih6gfovJ7uFW1Pq_wCqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,32,119.0,,,,,0,,,102,0,,0.0,0.0,0,,,,False,,False
"Martinez, Francie L",County Sheriff,2022,,DEMOCRATIC,,,Candidate,,,TdUbyhRzfygqCBNAXCNwYgCqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,32,119.0,,,,,0,,,102,0,,0.0,0.0,0,,,,False,,False
"Martinez, Gaspar Thomas",County Sheriff,2022,,DEMOCRATIC,,,Candidate,,,B05xT7eybOP7mRR6kQHpgwCqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,32,119.0,,,,,0,,,102,0,,0.0,0.0,0,,,,False,,False
"Martinez, Herman Isidro",County Sheriff,2022,,REPUBLICAN,,,Candidate,,,5q2o931b4mSaWHNw6ruWhwCqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,32,119.0,,,,,0,,,102,0,,0.0,0.0,0,,,,False,,False
"Martinez, Manuel j",County Sheriff,2022,,REPUBLICAN,,,Candidate,,,BVEcee1yscTnhSEsYGqWMwCqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,32,119.0,,,,,0,,,102,0,,0.0,0.0,0,,,,False,,False
"Martinez, Victor E, Jr.",County Sheriff,2023,,REPUBLICAN,,,Candidate,,,Ce-exIqtfwELa6iDb3sT1QCqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,32,119.0,,,,,0,,,102,0,,0.0,0.0,0,,,,False,,False
"Mata, Lorenzo J",County Sheriff,2022,,DEMOCRATIC,,,Candidate,,,n2zc03Z7WFNJTSBDhzEYiQCqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,32,119.0,,,,,0,,,102,0,,0.0,0.0,0,,,,False,,False
"Medina, Bonney Gabriel",County Sheriff,2022,,DEMOCRATIC,,,Candidate,,,DeoMgN40pzQUadP51xVMNwCqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,32,119.0,,,,,0,,,102,0,,0.0,0.0,0,,,,False,,False
"Mendoza, Adan",County Sheriff,2021,,DEMOCRATIC,,,Candidate,,,S1NCmOj0nznzh4AtZ0EHWQCqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,32,119.0,,,,,0,,,102,0,,0.0,0.0,0,,,,False,,False
"Merrifield, Billy A.",County Sheriff,2022,,DEMOCRATIC,,,Candidate,,,tzeiMjAIAf3OKgewnlPGUgCqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,32,119.0,,,,,0,,,102,0,,0.0,0.0,0,,,,False,,False
"Meyers, Mitchel",County Sheriff,2022,,REPUBLICAN,,,Candidate,,,rMN83aC9YG7efSmeZFHNIQCqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,32,119.0,,,,,0,,,102,0,,0.0,0.0,0,,,,False,,False
"Miera, Steve , Jr.",County Sheriff,2022,,DEMOCRATIC,,,Candidate,,,XtovUFBtPE0OCF2K5Xk-RQCqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,32,119.0,,,,,0,,,102,0,,0.0,0.0,0,,,,False,,False
"Miera, Steve, Jr.",County Sheriff,2022,,DEMOCRATIC,,,Candidate,,,XtovUFBtPE0OCF2K5Xk-RQCqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,32,119.0,,,,,0,,,102,0,,0.0,0.0,0,,,,False,,False
"Montano, Mario H",County Sheriff,2022,,DEMOCRATIC,,,Candidate,,,tWATBLyCdTzFvmPCS-OUWQCqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,32,119.0,,,,,0,,,102,0,,0.0,0.0,0,,,,False,,False
"Mooney, Pat ",County Sheriff,2022,,REPUBLICAN,,,Candidate,,,Be5JQv96Z0TTSPAK7D0wAwCqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,32,119.0,,,,,0,,,102,0,,0.0,0.0,0,,,,False,,False
"Mooney, Patrick Michael",County Sheriff,2022,,REPUBLICAN,,,Candidate,,,Be5JQv96Z0TTSPAK7D0wAwCqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,32,119.0,,,,,0,,,102,0,,0.0,0.0,0,,,,False,,False
"Mora, Rudy B",County Sheriff,2022,,DEMOCRATIC,,,Candidate,,,J9eEy8pOXw8zoBY__OVk2gCqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,32,119.0,,,,,0,,,102,0,,0.0,0.0,0,,,,False,,False
"O'Donnell, Morgan L., Jr.",County Sheriff,2022,,NO PARTY/INDEPENDENT/DECLINED TO SELECT,,,Candidate,,,swnWnXmIjvET1_sW6alM-QCqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,32,119.0,,,,,0,,,102,0,,0.0,0.0,0,,,,False,,False
"Ontiveros, Ted",County Sheriff,2022,,REPUBLICAN,,,Candidate,,,iOoIQnSLu2p3zBsxCL4bPwCqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,32,119.0,,,,,0,,,102,0,,0.0,0.0,0,,,,False,,False
"Pacheco, Paul A.",County Sheriff,2021,,REPUBLICAN,,,Candidate,,,sDlttAJtLXtUjKUeZx_IfQCqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,32,119.0,,,,,0,,,102,0,,0.0,0.0,0,,,,False,,False
"Padilla, Americk Gavin",County Sheriff,2022,,DEMOCRATIC,,,Candidate,,,wroti2SZq69iLTRNuJu9PgCqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,32,119.0,,,,,0,,,102,0,,0.0,0.0,0,,,,False,,False
"Plowman, Rodney R",County Sheriff,2022,,DEMOCRATIC,,,Candidate,,,Ml_ZMwqwStN5HiHxijwyigCqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,32,119.0,,,,,0,,,102,0,,0.0,0.0,0,,,,False,,False
"Reeves, Michael",County Sheriff,2021,,REPUBLICAN,,,Candidate,,,arG-dC8_SXxcKKvjbkB54gCqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,32,119.0,,,,,0,,,102,0,,0.0,0.0,0,,,,False,,False
"Rivera, Jose Martin",County Sheriff,2022,,REPUBLICAN,,,Candidate,,,akloAgLVBeKWwvsUxtRcnwCqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,32,119.0,,,,,0,,,102,0,,0.0,0.0,0,,,,False,,False
"Roybal, Robert Chad",County Sheriff,2022,,NO PARTY/INDEPENDENT/DECLINED TO SELECT,,,Candidate,,,KBjt0vK7Qvd2Ejzgl5mhjACqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,32,119.0,,,,,0,,,102,0,,0.0,0.0,0,,,,False,,False
"Ruiloba, Patricio R",County Sheriff,2021,,DEMOCRATIC,,,Candidate,,,Di8kYYaC7AWV5w0JEg6ckACqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,32,119.0,,,,,0,,,102,0,,0.0,0.0,0,,,,False,,False
"Sanches, Randy ",County Sheriff,2021,,DEMOCRATIC,,,Candidate,,,gVNoL48ilKaQvSsq6JUjpQCqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,32,119.0,,,,,0,,,102,0,,0.0,0.0,0,,,,False,,False
"Sanchez, Javier",County Sheriff,2022,,REPUBLICAN,,,Candidate,,,QkiyY38ttJ2hKkgft4D4qQCqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,32,119.0,,,,,0,,,102,0,,0.0,0.0,0,,,,False,,False
"Sandoval, Pamela J",County Sheriff,2022,,DEMOCRATIC,,,Candidate,,,MOQacLWG8D8_XotTfstw2wCqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,32,119.0,,,,,0,,,102,0,,0.0,0.0,0,,,,False,,False
"Scott, Dereck Alan",County Sheriff,2022,,REPUBLICAN,,,Candidate,,,qkL-3POe95447d7vQRN-1gCqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,32,119.0,,,,,0,,,102,0,,0.0,0.0,0,,,,False,,False
"Shumate, Michael Eugene",County Sheriff,2022,,REPUBLICAN,,,Candidate,,,v0jVz5rL90Fy7RnjeDimjwCqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,32,119.0,,,,,0,,,102,0,,0.0,0.0,0,,,,False,,False
"Silva, Demecio V",County Sheriff,2022,,DEMOCRATIC,,,Candidate,,,SV0YB7Hz_MQvBDwE8gGGMACqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,32,119.0,,,,,0,,,102,0,,0.0,0.0,0,,,,False,,False
"Skaggs, Curtis",County Sheriff,2022,,REPUBLICAN,,,Candidate,,,0a00eMhRkfzdIDNcfj9gtQCqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,32,119.0,,,,,0,,,102,0,,0.0,0.0,0,,,,False,,False
"Snedeker, Phil",County Sheriff,2022,,DEMOCRATIC,,,Candidate,,,8BQcEM-WG49Id0LyGcNwoACqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,32,119.0,,,,,0,,,102,0,,0.0,0.0,0,,,,False,,False
"Spidle, Maxine Lenore",County Sheriff,2022,,DEMOCRATIC,,,Candidate,,,ljAytH7LvimUE_D1KJkjTQCqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,32,119.0,,,,,0,,,102,0,,0.0,0.0,0,,,,False,,False
"Spurgin, Casey Alan",County Sheriff,2022,,REPUBLICAN,,,Candidate,,,MScLjag_7YCuhrVc4R2vpACqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,32,119.0,,,,,0,,,102,0,,0.0,0.0,0,,,,False,,False
"Staehle, John",County Sheriff,2021,,REPUBLICAN,,,Candidate,,,lPqyKAvlW_QUsV_JT_7zfwCqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,32,119.0,,,,,0,,,102,0,,0.0,0.0,0,,,,False,,False
"Stewart, Kim K.",County Sheriff,2022,,DEMOCRATIC,,,Candidate,,,MqIQm5QJgJ6E8076DrDh-gCqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,32,119.0,,,,,0,,,102,0,,0.0,0.0,0,,,,False,,False
"Tafoya, Michael Paul",County Sheriff,2022,,DEMOCRATIC,,,Candidate,,,0xCtE7evEDTl3TMBtM76cwCqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,32,119.0,,,,,0,,,102,0,,0.0,0.0,0,,,,False,,False
"Valdez, Christopher Eric",County Sheriff,2022,,REPUBLICAN,,,Candidate,,,ZxgYtT_ZYCtmH_wjgpUuiACqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,32,119.0,,,,,0,,,102,0,,0.0,0.0,0,,,,False,,False
"Valdez, Manuel G",County Sheriff,2022,,DEMOCRATIC,,,Candidate,,,yXKEdtZ8G3uuRfjF-6sn0wCqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,32,119.0,,,,,0,,,102,0,,0.0,0.0,0,,,,False,,False
"Vigil, Denise A",County Sheriff,2022,,REPUBLICAN,,,Candidate,,,GfKRV9IgkKagbpqOLs3-pACqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,32,119.0,,,,,0,,,102,0,,0.0,0.0,0,,,,False,,False
"VIGIL, ROY ANTONIO",County Sheriff,2022,,DEMOCRATIC,,,Candidate,,,sNz_RK-V0ZheurpUnWEUGwCqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,32,119.0,,,,,0,,,102,0,,0.0,0.0,0,,,,False,,False
"VILLANUEVA, RAUL",County Sheriff,2022,,DEMOCRATIC,,,Candidate,,,NYXGUP9obEFNXUmTGhLDsgCqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,32,119.0,,,,,0,,,102,0,,0.0,0.0,0,,,,False,,False
"Ward, Kimry Wayne",County Sheriff,2022,,DEMOCRATIC,,,Candidate,,,1tYwYLb-osGrL8q97lz7KgCqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,32,119.0,,,,,0,,,102,0,,0.0,0.0,0,,,,False,,False
"Wardlow-Herrera, Jason",County Sheriff,2022,,DEMOCRATIC,,,Candidate,,,hCsKTV9Gjjt-EhcjPd_qfgCqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,32,119.0,,,,,0,,,102,0,,0.0,0.0,0,,,,False,,False
"Webb, David Jude",County Sheriff,2022,,DEMOCRATIC,,,Candidate,,,CkekFIeVoHu1RKSXlddKogCqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,32,119.0,,,,,0,,,102,0,,0.0,0.0,0,,,,False,,False
"Hutchinson, Matthew T.",County Sheriff,2023,,REPUBLICAN,,,Candidate,,,6bJ2pmVj9qbfUQ_GsvmjiwCqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2024 General Election,,32,120.0,,,,,0,,,2,0,,0.0,0.0,0,,,,False,,False
"Martinez, Victor E, Jr.",County Sheriff,2023,,REPUBLICAN,,,Candidate,,,ZZ3I2HszQV40IH4CkZGwgACqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2024 General Election,,32,120.0,,,,,0,,,2,0,,0.0,0.0,0,,,,False,,False
"Granville, Joseph F",County Sheriff,2018,,DEMOCRATIC,,Los Alamos,Candidate,,,b2IZ7Kf24Yh950fAE8XuuQCqVy8Elhffgng_L-1Fpe41,,,,,,,,COUNTY,,2022 General Election,,32,119.0,699,,,,0,,,1,0,,0.0,0.0,0,,,,False,,False
"Chenault, Darrell W",County Sheriff,2018,,REPUBLICAN,,Roosevelt,Candidate,,,-LsgQ7EJmahwEW7ubCMEVACqVy8Elhffgng_L-1Fpe41,,,,,,,,COUNTY,,2022 General Election,,32,119.0,706,,,,0,,,1,0,,0.0,0.0,0,,,,False,,False
"Ferrari, R. Shane ",County Sheriff,2017,,REPUBLICAN,,San Juan,Candidate,,,ELRFMsdXZ_LMNW1tCwU8EgCqVy8Elhffgng_L-1Fpe41,,,,,,,,COUNTY,,2022 General Election,,32,119.0,707,,,,0,,,1,0,,0.0,0.0,0,,,,False,,False
"Aguilar, Charles R",Probate Judge,2022,,DEMOCRATIC,,,Candidate,,,07_ghoxzU1jXRc0dqRoxYgCqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,33,119.0,,,,,0,,,45,0,,0.0,0.0,0,,,,False,,False
"Alsup, Ali",Probate Judge,2022,,DEMOCRATIC,,,Candidate,,,tnvpQ3udg7W6irU_HnYctwCqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,33,119.0,,,,,0,,,45,0,,0.0,0.0,0,,,,False,,False
"Armijo, Tracy Danielle",Probate Judge,2022,,REPUBLICAN,,,Candidate,,,5z1YLjm5nc9-IZjYVvONGgCqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,33,119.0,,,,,0,,,45,0,,0.0,0.0,0,,,,False,,False
"Baca, Judith Ann",Probate Judge,2022,,DEMOCRATIC,,,Candidate,,,zlMIRTG6FBtPJoqW5Yx7agCqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,33,119.0,,,,,0,,,45,0,,0.0,0.0,0,,,,False,,False
"BARNETT, HOLLIE",Probate Judge,2022,,REPUBLICAN,,,Candidate,,,dtshjsQ3xktsgmcs5VLmAQCqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,33,119.0,,,,,0,,,45,0,,0.0,0.0,0,,,,False,,False
"Barrera, Robert D",Probate Judge,2022,,REPUBLICAN,,,Candidate,,,nJ0MxsfmH0U2QNVtepiCeQCqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,33,119.0,,,,,0,,,45,0,,0.0,0.0,0,,,,False,,False
"Boyce, LaTanya M.",Probate Judge,2022,,REPUBLICAN,,,Candidate,,,z3lfy8Q0KntS5v4nsmiNtwCqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,33,119.0,,,,,0,,,45,0,,0.0,0.0,0,,,,False,,False
"Chavez, Josie ",Probate Judge,2022,,REPUBLICAN,,,Candidate,,,wkW1KvQHQVAM6cEtyROPKACqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,33,119.0,,,,,0,,,45,0,,0.0,0.0,0,,,,False,,False
"Coll, Clarke C",Probate Judge,2022,,REPUBLICAN,,,Candidate,,,Rh0n_MmSSFCoQBP-CeEM-wCqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,33,119.0,,,,,0,,,45,0,,0.0,0.0,0,,,,False,,False
"Conover, Dusti",Probate Judge,2022,,REPUBLICAN,,,Candidate,,,RKZ6gnTP774jSSdfhDXOdACqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,33,119.0,,,,,0,,,45,0,,0.0,0.0,0,,,,False,,False
"Coriz, Elias",Probate Judge,2022,,DEMOCRATIC,,,Candidate,,,kqQf2G_t1W9YtMyJArFPOgCqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,33,119.0,,,,,0,,,45,0,,0.0,0.0,0,,,,False,,False
"Cuevas, Chantel",Probate Judge,2022,,REPUBLICAN,,,Candidate,,,X3ecMVbYvUSRjoEbq_ZEVgCqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,33,119.0,,,,,0,,,45,0,,0.0,0.0,0,,,,False,,False
"Hardin, LaDonna K",Probate Judge,2022,,REPUBLICAN,,,Candidate,,,NkMiYKGy78eZUk7TIlhRxwCqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,33,119.0,,,,,0,,,45,0,,0.0,0.0,0,,,,False,,False
"Jaramillo, Jennifer L.",Probate Judge,2022,,REPUBLICAN,,,Candidate,,,TKQUdB3hKKldKYAGHTzzMwCqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,33,119.0,,,,,0,,,45,0,,0.0,0.0,0,,,,False,,False
"LAMB, LORI BATLEY",Probate Judge,2022,,REPUBLICAN,,,Candidate,,,ydZueQ8CM-nomiEHIIeJdACqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,33,119.0,,,,,0,,,45,0,,0.0,0.0,0,,,,False,,False
"Lovato, Edward Wayne",Probate Judge,2023,,DEMOCRATIC,,,Candidate,,,nv4x_dJYhaul6M4yQhYvjQCqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,33,119.0,,,,,0,,,45,0,,0.0,0.0,0,,,,False,,False
"Martinez, Monica",Probate Judge,2022,,DEMOCRATIC,,,Candidate,,,zCP07SU5FY9jTyWKDwzgVACqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,33,119.0,,,,,0,,,45,0,,0.0,0.0,0,,,,False,,False
"Martinez-Garcia, Grace Marie",Probate Judge,2022,,DEMOCRATIC,,,Candidate,,,9PreaHz0GiKnrm-AN8aQLQCqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,33,119.0,,,,,0,,,45,0,,0.0,0.0,0,,,,False,,False
"May-Diaz, Diana M",Probate Judge,2018,,DEMOCRATIC,,Luna,Candidate,,,d_y67UnA628NupSTdQl9fgCqVy8Elhffgng_L-1Fpe41,,,,,,,,COUNTY,,2022 General Election,,33,119.0,733,,,,0,,,45,0,,0.0,0.0,0,,,,False,,False
"Padilla-Salas, Joanne E",Probate Judge,2022,,DEMOCRATIC,,,Candidate,,,TnxRV1aylKYNUONVjRk1HQCqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,33,119.0,,,,,0,,,45,0,,0.0,0.0,0,,,,False,,False
"Peralta, Gilbert George",Probate Judge,2022,,DEMOCRATIC,,,Candidate,,,yGOIB2mu9Oq5qBNaafCK4ACqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,33,119.0,,,,,0,,,45,0,,0.0,0.0,0,,,,False,,False
"Piro-Rael, Sharalaina",Probate Judge,2022,,DEMOCRATIC,,,Candidate,,,HuIK1doq4jaBs8tHvpKFmACqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,33,119.0,,,,,0,,,45,0,,0.0,0.0,0,,,,False,,False
"Quint, Royal A",Probate Judge,2022,,REPUBLICAN,,,Candidate,,,3DbTokt2y1eVqacICrKNMACqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,33,119.0,,,,,0,,,45,0,,0.0,0.0,0,,,,False,,False
"Redondo, Michael David",Probate Judge,2022,,DEMOCRATIC,,,Candidate,,,1emm_BQ9WksZzx5NJwta4ACqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,33,119.0,,,,,0,,,45,0,,0.0,0.0,0,,,,False,,False
"Risley, Gary",Probate Judge,2022,,REPUBLICAN,,,Candidate,,,PwqVgv8KeP5v4AJUAKpCXACqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,33,119.0,,,,,0,,,45,0,,0.0,0.0,0,,,,False,,False
"Roberts, Norma Torres",Probate Judge,2022,,DEMOCRATIC,,,Candidate,,,TYs4-yAx-P-aqdEqFojUZQCqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,33,119.0,,,,,0,,,45,0,,0.0,0.0,0,,,,False,,False
"Romero, Gabriel J",Probate Judge,2022,,DEMOCRATIC,,,Candidate,,,Ev9BqogfpAnMd1bwalFpIgCqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,33,119.0,,,,,0,,,45,0,,0.0,0.0,0,,,,False,,False
"Runyon, Cynthia A",Probate Judge,2022,,REPUBLICAN,,,Candidate,,,7hw1CglGQC9JUIhr_nfxWQCqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,33,119.0,,,,,0,,,45,0,,0.0,0.0,0,,,,False,,False
"Saiz, Helen",Probate Judge,2022,,DEMOCRATIC,,,Candidate,,,BYClPxKQQKFkrNhf2QUJ3QCqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,33,119.0,,,,,0,,,45,0,,0.0,0.0,0,,,,False,,False
"Salas, Marcos",Probate Judge,2022,,DEMOCRATIC,,,Candidate,,,97SZn0a4weIb5RJygoJp3ACqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,33,119.0,,,,,0,,,45,0,,0.0,0.0,0,,,,False,,False
"Sedillo, Mary Ann C.",Probate Judge,2022,,DEMOCRATIC,,,Candidate,,,1Ev97ICqBWxn6_fNxQl1wACqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,33,119.0,,,,,0,,,45,0,,0.0,0.0,0,,,,False,,False
"Sedillo, Mary Ann Chavez",Probate Judge,2022,,DEMOCRATIC,,,Candidate,,,1Ev97ICqBWxn6_fNxQl1wACqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,33,119.0,,,,,0,,,45,0,,0.0,0.0,0,,,,False,,False
"Sena, Linda G",Probate Judge,2022,,REPUBLICAN,,,Candidate,,,p18unwDtWCbk9S2Z1vXCcwCqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,33,119.0,,,,,0,,,45,0,,0.0,0.0,0,,,,False,,False
"Tarango, David",Probate Judge,2022,,DEMOCRATIC,,,Candidate,,,9jSEaRUGnkBjmqROf_jSnACqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,33,119.0,,,,,0,,,45,0,,0.0,0.0,0,,,,False,,False
"Torres, Dwight , Sr.",Probate Judge,2022,,DEMOCRATIC,,,Candidate,,,AP6ZPr73y-9qoTmXYh0ivACqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,33,119.0,,,,,0,,,45,0,,0.0,0.0,0,,,,False,,False
"Torres, Dwight, Sr.",Probate Judge,2022,,DEMOCRATIC,,,Candidate,,,AP6ZPr73y-9qoTmXYh0ivACqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,33,119.0,,,,,0,,,45,0,,0.0,0.0,0,,,,False,,False
"Tsoodle-Marcus, Charlene",Probate Judge,2022,,DEMOCRATIC,,,Candidate,,,zfjYjgM_AlfchZebajqlkwCqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,33,119.0,,,,,0,,,45,0,,0.0,0.0,0,,,,False,,False
"Upshaw, Rick A",Probate Judge,2022,,REPUBLICAN,,,Candidate,,,NiVKW05Ldr9cfivxhJUalACqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,33,119.0,,,,,0,,,45,0,,0.0,0.0,0,,,,False,,False
"Valerio, Suzanne",Probate Judge,2022,,DEMOCRATIC,,,Candidate,,,Z1k41nYqDMbyaJetABgJIwCqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,33,119.0,,,,,0,,,45,0,,0.0,0.0,0,,,,False,,False
"Vargas, Juan Andres S",Probate Judge,2022,,DEMOCRATIC,,,Candidate,,,x5nM6OWlXrP4lMxt1Qiq7QCqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,33,119.0,,,,,0,,,45,0,,0.0,0.0,0,,,,False,,False
"Vigil, Lawrence J",Probate Judge,2022,,DEMOCRATIC,,,Candidate,,,_h8QCiUHoaLW0_XgpsavowCqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,33,119.0,,,,,0,,,45,0,,0.0,0.0,0,,,,False,,False
"Wallace, Wendy",Probate Judge,2022,,REPUBLICAN,,,Candidate,,,WLXKmkI_bW88i66U2-ActgCqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,33,119.0,,,,,0,,,45,0,,0.0,0.0,0,,,,False,,False
